"name","rank","year","industry","sector","headquarters_state","headquarters_city","market_value_mil","revenue_mil","profit_mil","asset_mil","employees","founder_is_ceo","female_ceo","newcomer_to_fortune_500","global_500"
"Alphabet",40,2015,"Internet Services and Retailing","Technology","CA","Mountain View",377542,71487,14444,131133,53600,"yes","no","no",
"State Farm Insurance Cos.",41,2015,"Insurance: Property and Casualty (Mutual)","Financials","IL","Bloomington",,71160,4191,239143,73262,"no","no","no",
"Freddie Mac",42,2015,"Diversified Financials","Financials","VA","McLean",1482,69367,7690,1945539,4982,"no","no","no",
"Comcast",43,2015,"Telecommunications","Telecommunications","PA","Philadelphia",143494,68775,8380,159339,139000,"no","no","no",
"PepsiCo",44,2015,"Food Consumer Products","Food, Beverages & Tobacco","NY","Purchase",141744,66683,6513,70509,271000,"no","yes","no",
"United Technologies",45,2015,"Aerospace & Defense","Aerospace & Defense","CT","Hartford",106470,65100,6220,91289,211500,"no","no","no",
"AIG",46,2015,"Insurance: Property and Casualty (Stock)","Financials","NY","New York",74184,64406,7529,515581,65000,"no","no","no",
"UPS",47,2015,"Mail, Package, and Freight Delivery","Transportation","GA","Atlanta",87492,58232,3032,35471,336150,"no","no","no",
"Dow Chemical",48,2015,"Chemicals","Chemicals","MI","Midland",55546,58167,3772,68796,53216,"no","no","no",
"Aetna",49,2015,"Health Care: Insurance and Managed Care","Health Care","CT","Hartford",37147,58003,2041,53402,48800,"no","no","no",
"Lowe's",50,2015,"Specialty Retailers: Other","Retailing","NC","Mooresville",70797,56223,2698,31827,220500,"no","no","no",
"ConocoPhillips",51,2015,"Mining, Crude-Oil Production","Energy","TX","Houston",76671,55997,6869,116539,19100,"no","no","no",
"Intel",52,2015,"Semiconductors and Other Electronic Components","Technology","CA","Santa Clara",148095,55870,11704,91956,106700,"no","no","no",
"Energy Transfer Equity",53,2015,"Pipelines","Energy","TX","Dallas",34137,55691,633,64469,27605,"no","no","no",
"Caterpillar",54,2015,"Construction and Farm Machinery","Industrials","IL","Peoria",48512,55184,3695,84681,114233,"no","no","no",
"Prudential Financial",55,2015,"Insurance: Life, Health (Stock)","Financials","NJ","Newark",36461,54123,1381,766655,48331,"no","no","no",
"Pfizer",56,2015,"Pharmaceuticals","Health Care","NY","New York",213622,49605,9135,169274,78300,"no","no","no",
"Walt Disney",57,2015,"Entertainment","Media","CA","Burbank",178267,48813,7501,84186,180000,"no","no","no",
"Humana",58,2015,"Health Care: Insurance and Managed Care","Health Care","KY","Louisville",26633,48500,1147,23466,57000,"no","no","no",
"Enterprise Products Partners",59,2015,"Pipelines","Energy","TX","Houston",67355,47951,2787,47101,6900,"no","no","no",
"Cisco Systems",60,2015,"Network and Other Communications Equipment","Technology","CA","San Jose",140508,47142,7853,105134,74042,"no","no","no",
"Sysco",61,2015,"Wholesalers: Food and Grocery","Wholesalers","TX","Houston",22349,46517,932,13168,50300,"no","no","no",
"Ingram Micro",62,2015,"Wholesalers: Electronics and Office Equipment","Wholesalers","CA","Santa Ana",3925,46487,267,12831,21700,"no","no","no",
"Coca-Cola",63,2015,"Beverages","Food, Beverages & Tobacco","GA","Atlanta",177142,45998,7098,92023,129200,"no","no","no",
"Lockheed Martin",64,2015,"Aerospace & Defense","Aerospace & Defense","MD","Bethesda",64193,45600,3614,37073,112000,"no","yes","no",
"FedEx",65,2015,"Mail, Package, and Freight Delivery","Transportation","TN","Memphis",46948,45567,2097,33070,298099,"yes","no","no",
"Johnson Controls",66,2015,"Motor Vehicles & Parts","Motor Vehicles & Parts","WI","Milwaukee",33154,43855,1215,32804,168000,"no","no","no",
"Plains GP Holdings",67,2015,"Pipelines","Energy","TX","Houston",17361,43464,70,23983,5300,"no","no","no",
"World Fuel Services",68,2015,"Wholesalers: Diversified","Wholesalers","FL","Miami",4144,43386,222,4880,4041,"no","no","no",
"CHS",69,2015,"Food Production","Food, Beverages & Tobacco","MN","Inver Grove Heights",,42664,1081,15147,11824,"no","no","no",
"American Airlines Group",70,2015,"Airlines","Transportation","TX","Fort Worth",36769,42650,2882,43771,113300,"no","no","no",
"Merck",71,2015,"Pharmaceuticals","Health Care","NJ","Kenilworth",163139,42237,11920,98335,70000,"no","no","no",
"Best Buy",72,2015,"Specialty Retailers: Other","Retailing","MN","Richfield",13309,41903,1233,15256,125000,"no","no","no",
"Delta Air Lines",73,2015,"Airlines","Transportation","GA","Atlanta",37059,40362,659,54121,79655,"no","no","no",
"Honeywell International",74,2015,"Electronics, Electrical Equipment","Industrials","NJ","Morris Township",81427,40306,4239,45451,127000,"no","no","no",
"HCA Holdings",75,2015,"Health Care: Medical Facilities","Health Care","TN","Nashville",31559,40087,1875,31199,197000,"no","no","no",
"Goldman Sachs Group",76,2015,"Commercial Banks","Financials","NY","New York",81884,40085,8477,856240,34000,"no","no","no",
"Tesoro",77,2015,"Petroleum Refining","Energy","TX","San Antonio",11479,40052,843,16584,5641,"no","no","no",
"Liberty Mutual Insurance Group",78,2015,"Insurance: Property and Casualty (Stock)","Financials","MA","Boston",,39796,1833,124304,50000,"no","no","no",
"United Continental Holdings",79,2015,"Airlines","Transportation","IL","Chicago",25839,38901,1132,37353,84000,"no","no","no",
"New York Life Insurance",80,2015,"Insurance: Life, Health (Mutual)","Financials","NY","New York",,38680,1602,249664,11563,"no","no","no",
"Oracle",81,2015,"Computer Software","Technology","CA","Redwood City",188439,38275,10955,90344,122000,"no","yes","no",
"Morgan Stanley",82,2015,"Commercial Banks","Financials","NY","New York",70545,37953,3467,801510,55802,"no","no","no",
"Tyson Foods",83,2015,"Food Production","Food, Beverages & Tobacco","AR","Springdale",15565,37580,864,23956,124000,"no","no","no",
"Safeway",84,2015,"Food & Drug Stores","Food & Drug Stores","CA","Pleasanton",,36643,113,13377,137000,"no","no","no",
"Nationwide",85,2015,"Insurance: Property and Casualty (Mutual)","Financials","OH","Columbus",,36257,432,182575,33672,"no","no","no",
"Deere",86,2015,"Construction and Farm Machinery","Industrials","IL","Moline",29770,36067,3162,61336,59623,"no","no","no",
"DuPont",87,2015,"Chemicals","Chemicals","DE","Wilmington",64710,36046,3625,49876,63000,"no","yes","no",
"American Express",88,2015,"Commercial Banks","Financials","NY","New York",79618,35999,5885,159103,54000,"no","no","no",
"Allstate",89,2015,"Insurance: Property and Casualty (Stock)","Financials","IL","Northbrook",29637,35239,2850,108533,39950,"no","no","no",
"Cigna",90,2015,"Health Care: Insurance and Managed Care","Health Care","CT","Bloomfield",33453,34914,2102,55896,37200,"no","no","no",
"Mondelez International",91,2015,"Food Consumer Products","Food, Beverages & Tobacco","IL","Deerfield",59181,34244,2184,66815,104000,"no","yes","no",
"TIAA-CREF",92,2015,"Insurance: Life, Health (Mutual)","Financials","NY","New York",,34230,967,526048,12322,"no","no","no",
"INTL FCStone",93,2015,"Diversified Financials","Financials","NY","New York",561,34063,19,3040,1141,"no","no","no",
"Massachusetts Mutual Life Insurance",94,2015,"Insurance: Life, Health (Mutual)","Financials","MA","Springfield",,33572,1327,253858,11418,"no","no","no",
"DirecTV",95,2015,"Telecommunications","Telecommunications","CA","El Segundo",42788,33260,2756,25459,30925,"no","no","no",
"Halliburton",96,2015,"Oil and Gas Equipment, Services","Energy","TX","Houston",37284,32870,3500,32240,80000,"no","no","no",
"Twenty-First Century Fox",97,2015,"Entertainment","Media","NY","New York",71948,31867,4514,54793,27000,"yes","no","no",
"3M",98,2015,"zMiscellaneous","Household Products","MN","St. Paul",104796,31821,4956,31269,89800,"no","no","no",
"Sears Holdings",99,2015,"General Merchandisers","Retailing","IL","Hoffman Estates",4409,31198,-1682,13209,196000,"no","no","no",
"General Dynamics",100,2015,"Aerospace & Defense","Aerospace & Defense","VA","Falls Church",44816,30852,2533,35355,99500,"no","yes","no",
"Publix Super Markets",101,2015,"Food & Drug Stores","Food & Drug Stores","FL","Lakeland",,30803,1735,15084,175000,"no","no","no",
"Philip Morris International",102,2015,"Tobacco","Food, Beverages & Tobacco","NY","New York",116693,29767,7493,35187,82500,"no","no","no",
"TJX",103,2015,"Specialty Retailers: Apparel","Retailing","MA","Framingham",47877,29078,2215,11128,198000,"no","yes","no",
"Time Warner",104,2015,"Entertainment","Media","NY","New York",70129,28774,3827,63259,25600,"no","no","no",
"Macy's",105,2015,"General Merchandisers","Retailing","OH","Cincinnati",22143,28105,1526,21461,166900,"no","no","no",
"Nike",106,2015,"Apparel","Apparel","OR","Beaverton",86679,27799,2693,18594,56500,"no","no","no",
"Tech Data",107,2015,"Wholesalers: Electronics and Office Equipment","Wholesalers","FL","Clearwater",2116,27671,175,6138,8900,"no","no","no",
"Avnet",108,2015,"Wholesalers: Electronics and Office Equipment","Wholesalers","AZ","Phoenix",6069,27500,546,11256,19000,"no","no","no",
"Northwestern Mutual",109,2015,"Insurance: Life, Health (Mutual)","Financials","WI","Milwaukee",,27465,679,229933,5187,"no","no","no",
"McDonald's",110,2015,"Food Services","Hotels, Restaurants & Leisure","IL","Oak Brook",93651,27441,4758,34281,420000,"no","no","no",
"Exelon",111,2015,"Utilities: Gas and Electric","Energy","IL","Chicago",28899,27429,1623,86814,28993,"no","no","no",
"Travelers Cos.",112,2015,"Insurance: Property and Casualty (Stock)","Financials","NY","New York",34750,27162,3692,103078,30200,"no","no","no",
"Qualcomm",113,2015,"Network and Other Communications Equipment","Technology","CA","San Diego",114381,26487,7967,48574,31300,"no","no","no",
"International Paper",114,2015,"Packaging, Containers","Materials","TN","Memphis",23464,26221,555,28684,58000,"no","no","no",
"Occidental Petroleum",115,2015,"Mining, Crude-Oil Production","Energy","TX","Houston",56250,25898,616,56259,11700,"no","no","no",
"Duke Energy",116,2015,"Utilities: Gas and Electric","Energy","NC","Charlotte",54362,25673,1883,120709,28344,"no","yes","no",
"Rite Aid",117,2015,"Food & Drug Stores","Food & Drug Stores","PA","Camp Hill",8532,25526,249,6945,69420,"no","no","no",
"Gilead Sciences",118,2015,"Pharmaceuticals","Health Care","CA","Foster City",145533,24890,12101,34664,7000,"no","no","no",
"Baker Hughes",119,2015,"Oil and Gas Equipment, Services","Energy","TX","Houston",27627,24551,1719,28827,62000,"no","no","no",
"Emerson Electric",120,2015,"Electronics, Electrical Equipment","Industrials","MO","St. Louis",38796,24537,2147,24177,115100,"no","no","no",
"EMC",121,2015,"Computer Peripherals","Technology","MA","Hopkinton",50816,24440,2714,45885,70000,"no","no","no",
"USAA",122,2015,"Insurance: Property and Casualty (Stock)","Financials","TX","San Antonio",,24033,3410,130253,27635,"no","no","no",
"Union Pacific",123,2015,"Railroads","Transportation","NE","Omaha",95452,23988,5180,52716,47201,"no","no","no",
"Northrop Grumman",124,2015,"Aerospace & Defense","Aerospace & Defense","VA","Falls Church",31935,23979,2069,26572,64300,"no","no","no",
"Alcoa",125,2015,"Metals","Materials","NY","New York",15791,23906,268,37399,59000,"no","no","no",
"Capital One Financial",126,2015,"Commercial Banks","Financials","VA","McLean",43308,23877,4428,308854,46000,"yes","no","no",
"National Oilwell Varco",127,2015,"Oil and Gas Equipment, Services","Energy","TX","Houston",20493,23141,2502,33562,59091,"no","no","no",
"US Foods",128,2015,"Wholesalers: Food and Grocery","Wholesalers","IL","Rosemont",,23020,-73,9057,25000,"no","no","no",
"Raytheon",129,2015,"Aerospace & Defense","Aerospace & Defense","MA","Waltham",33575,22826,2244,27900,61000,"no","no","no",
"Time Warner Cable",130,2015,"Telecommunications","Telecommunications","NY","New York",42101,22812,2031,48501,54615,"no","no","no",
"Arrow Electronics",131,2015,"Wholesalers: Electronics and Office Equipment","Wholesalers","CO","Centennial",5849,22769,498,12443,17000,"no","no","no",
"Aflac",132,2015,"Insurance: Life, Health (Stock)","Financials","GA","Columbus",28062,22728,2951,119767,9525,"no","no","no",
"Staples",133,2015,"Specialty Retailers: Other","Retailing","MA","Framingham",10430,22492,135,10314,61738,"no","no","no",
"Abbott Laboratories",134,2015,"Medical Products and Equipment","Health Care","IL","Abbott Park",69911,22323,2284,41275,77000,"no","no","no",
"Community Health Systems",135,2015,"Health Care: Medical Facilities","Health Care","TN","Franklin",6104,21987,92,27421,119000,"no","no","no",
"Fluor",136,2015,"Engineering & Construction","Engineering & Construction","TX","Irving",8427,21532,511,8194,37508,"no","no","no",
"Freeport-McMoRan",137,2015,"Mining, Crude-Oil Production","Energy","AZ","Phoenix",19705,21438,-1308,58795,35000,"no","no","no",
"U.S. Bancorp",138,2015,"Commercial Banks","Financials","MN","Minneapolis",77851,21392,5851,402529,66750,"no","no","no",
"Nucor",139,2015,"Metals","Materials","NC","Charlotte",15164,21105,714,15616,23600,"no","no","no",
"Kimberly-Clark",140,2015,"Household and Personal Products","Household Products","TX","Irving",39117,21044,1526,15526,43000,"no","no","no",
"Hess",141,2015,"Petroleum Refining","Energy","NY","New York",19400,21015,2317,38578,3045,"no","no","no",
"Chesapeake Energy",142,2015,"Mining, Crude-Oil Production","Energy","OK","Oklahoma City",9417,20951,1917,40751,5500,"no","no","no",
"Xerox",143,2015,"Information Technology Services","Technology","CT","Norwalk",14292,20905,969,27658,147500,"no","yes","no",
"ManpowerGroup",144,2015,"Temporary Help","Business Services","WI","Milwaukee",6746,20763,428,7183,26000,"no","no","no",
"Amgen",145,2015,"Pharmaceuticals","Health Care","CA","Thousand Oaks",121304,20063,5158,69009,17900,"no","no","no",
"AbbVie",146,2015,"Pharmaceuticals","Health Care","IL","North Chicago",93204,19960,1774,27547,26000,"no","no","no",
"Danaher",147,2015,"Scientific, Photographic and Control Equipment","Technology","DC","Washington",60034,19914,2598,36992,71000,"no","no","no",
"Whirlpool",148,2015,"Electronics, Electrical Equipment","Industrials","MI","Benton Harbor",15781,19872,650,20002,1e+05,"no","no","no",
"PBF Energy",149,2015,"Petroleum Refining","Energy","NJ","Parsippany",3092,19828,-38,5196,1714,"no","no","no",
"HollyFrontier",150,2015,"Petroleum Refining","Energy","TX","Dallas",7879,19764,281,9231,2686,"no","no","no",
"Eli Lilly",151,2015,"Pharmaceuticals","Health Care","IN","Indianapolis",80722,19616,2391,37178,39135,"no","no","no",
"Devon Energy",152,2015,"Mining, Crude-Oil Production","Energy","OK","Oklahoma City",24793,19566,1607,50637,5437,"no","no","no",
"Progressive",153,2015,"Insurance: Property and Casualty (Stock)","Financials","OH","Mayfield Village",15982,19391,1281,25788,26501,"no","no","no",
"Cummins",154,2015,"Construction and Farm Machinery","Industrials","IN","Columbus",25136,19221,1651,15776,54600,"no","no","no",
"Icahn Enterprises",155,2015,"Petroleum Refining","Energy","NY","New York",11038,19157,-373,35780,65577,"no","no","no",
"AutoNation",156,2015,"Automotive Retailing, Services","Retailing","FL","Fort Lauderdale",7307,19109,419,8400,24000,"no","no","no",
"Kohl's",157,2015,"General Merchandisers","Retailing","WI","Menomonee Falls",15869,19023,867,14431,84500,"no","no","no",
"Paccar",158,2015,"Motor Vehicles & Parts","Motor Vehicles & Parts","WA","Bellevue",22384,18997,1359,20619,23300,"no","no","no",
"Dollar General",159,2015,"General Merchandisers","Retailing","TN","Goodlettsville",22872,18910,1065,11224,105500,"no","no","no",
"Hartford Financial Services Group",160,2015,"Insurance: Property and Casualty (Stock)","Financials","CT","Hartford",17604,18847,798,245013,17500,"no","no","no",
"Southwest Airlines",161,2015,"Airlines","Transportation","TX","Dallas",29947,18605,1136,20200,46278,"no","no","no",
"Anadarko Petroleum",162,2015,"Mining, Crude-Oil Production","Energy","TX","The Woodlands",42687,18470,-1750,61689,6100,"no","no","no",
"Southern",163,2015,"Utilities: Gas and Electric","Energy","GA","Atlanta",40289,18467,1963,70923,26369,"no","no","no",
"Supervalu",164,2015,"Food & Drug Stores","Food & Drug Stores","MN","Eden Prairie",3039,18390,182,4374,35800,"no","no","no",
"Kraft Foods Group",165,2015,"Food Consumer Products","Food, Beverages & Tobacco","IL","Northfield",51223,18205,1043,22947,22100,"no","no","no",
"Goodyear Tire & Rubber",166,2015,"Motor Vehicles & Parts","Motor Vehicles & Parts","OH","Akron",7305,18138,2452,18109,67000,"no","no","no",
"EOG Resources",167,2015,"Mining, Crude-Oil Production","Energy","TX","Houston",50287,18035,2916,34763,3000,"no","no","no",
"CenturyLink",168,2015,"Telecommunications","Telecommunications","LA","Monroe",19572,18031,772,50147,45000,"no","no","no",
"Altria Group",169,2015,"Tobacco","Food, Beverages & Tobacco","VA","Richmond",98505,17945,5070,34475,9000,"no","no","no",
"Tenet Healthcare",170,2015,"Health Care: Medical Facilities","Health Care","TX","Dallas",4909,17924,12,18141,96456,"no","no","no",
"General Mills",171,2015,"Food Consumer Products","Food, Beverages & Tobacco","MN","Minneapolis",33739,17910,1824,23146,43000,"no","no","no",
"eBay",172,2015,"Internet Services and Retailing","Technology","CA","San Jose",69946,17902,46,45132,35550,"no","no","no",
"ConAgra Foods",173,2015,"Food Consumer Products","Food, Beverages & Tobacco","NE","Omaha",15600,17773,303,19366,32800,"no","no","no",
"Lear",174,2015,"Motor Vehicles & Parts","Motor Vehicles & Parts","MI","Southfield",8554,17727,672,9150,125200,"no","no","no",
"TRW Automotive Holdings",175,2015,"Motor Vehicles & Parts","Motor Vehicles & Parts","MI","Livonia",12055,17539,293,11294,72900,"no","no","no",
"United States Steel",176,2015,"Metals","Materials","PA","Pittsburgh",3554,17507,102,12314,35500,"no","no","no",
"Penske Automotive Group",177,2015,"Automotive Retailing, Services","Retailing","MI","Bloomfield Hills",4651,17439,287,7228,22100,"yes","no","no",
"AES",178,2015,"Utilities: Gas and Electric","Energy","VA","Arlington",9036,17378,769,38966,18500,"no","no","no",
"Colgate-Palmolive",179,2015,"Household and Personal Products","Household Products","NY","New York",62897,17277,2180,13459,37700,"no","no","no",
"Global Partners",180,2015,"Wholesalers: Diversified","Wholesalers","MA","Waltham",1079,17270,115,2040,1154,"no","no","no",
"Thermo Fisher Scientific",181,2015,"Scientific, Photographic and Control Equipment","Technology","MA","Waltham",53304,17100,1894,42852,51000,"no","no","no",
"PG&E Corp.",182,2015,"Utilities: Gas and Electric","Energy","CA","San Francisco",25371,17090,1436,60127,22581,"no","no","no",
"NextEra Energy",183,2015,"Utilities: Gas and Electric","Energy","FL","Juno Beach",46211,17021,2465,74929,13800,"no","no","no",
"American Electric Power",184,2015,"Utilities: Gas and Electric","Energy","OH","Columbus",27529,17020,1634,59633,18529,"no","no","no",
"Baxter International",185,2015,"Medical Products and Equipment","Health Care","IL","Deerfield",37232,16972,2497,25917,65500,"no","no","no",
"Centene",186,2015,"Health Care: Insurance and Managed Care","Health Care","MO","St. Louis",8399,16588,271,5838,13400,"no","no","no",
"Starbucks",187,2015,"Food Services","Hotels, Restaurants & Leisure","WA","Seattle",71006,16448,2068,10753,191000,"no","no","no",
"Gap",188,2015,"Specialty Retailers: Apparel","Retailing","CA","San Francisco",18145,16435,1262,7690,141000,"no","no","no",
"Bank of New York Mellon Corp.",189,2015,"Commercial Banks","Financials","NY","New York",44853,16386,2567,385303,50300,"no","no","no",
